customer_segment,store_type,salesperson_role,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Premium Shopper,Large Malls / Complexes,Manager,Cart Crasher Campaign,426413.58,152,2805.35,528.91,4973.77
Premium Shopper,Large Malls / Complexes,Manager,Cashback Carnival,431385.62,158,2730.29,508.75,4968.79
Premium Shopper,Large Malls / Complexes,Manager,Clearance Countdown,473705.97,179,2646.40,536.27,4956.20
Premium Shopper,Large Malls / Complexes,Manager,Countdown to Savings,450415.80,157,2868.89,532.79,4994.73
Premium Shopper,Large Malls / Complexes,Manager,Customer Appreciation Week,468624.90,170,2756.62,551.69,4968.08
Premium Shopper,Large Malls / Complexes,Manager,Cyber Monday Mania,381049.76,149,2557.38,545.26,4990.60
Premium Shopper,Large Malls / Complexes,Manager,Deal of the Month,384921.12,136,2830.30,517.41,4918.36
Premium Shopper,Large Malls / Complexes,Manager,Double Points Bonanza,413973.17,144,2874.81,568.45,4991.13
Premium Shopper,Large Malls / Complexes,Manager,Early Bird Specials,421126.04,157,2682.33,502.49,4961.87
Premium Shopper,Large Malls / Complexes,Manager,End of Season Sale,379386.10,147,2580.86,504.05,4998.76
Premium Shopper,Large Malls / Complexes,Manager,Exclusive Insider Offers,379703.52,146,2600.71,513.90,4976.40
Premium Shopper,Large Malls / Complexes,Manager,Festive Fever Promo,447553.66,161,2779.84,507.88,4969.52
Premium Shopper,Large Malls / Complexes,Manager,Final Call Frenzy,442292.52,165,2680.56,535.19,4949.08
Premium Shopper,Large Malls / Complexes,Manager,Flash Frenzy Friday,393484.13,144,2732.53,519.03,4948.95
Premium Shopper,Large Malls / Complexes,Manager,"Gift More, Spend Less",399102.66,144,2771.55,510.64,4943.41
Premium Shopper,Large Malls / Complexes,Manager,Golden Hour Bargains,450902.45,177,2547.47,520.57,4995.98
Premium Shopper,Large Malls / Complexes,Manager,Green Weekend Deals,387311.23,136,2847.88,674.59,4995.60
Premium Shopper,Large Malls / Complexes,Manager,Happy Hour Discounts,474524.54,166,2858.58,520.23,4998.94
Premium Shopper,Large Malls / Complexes,Manager,Holiday Shopping Rush,437681.30,151,2898.55,533.89,4948.77
Premium Shopper,Large Malls / Complexes,Manager,Hot Picks Promo,484774.17,175,2770.14,550.67,4943.88
Premium Shopper,Large Malls / Complexes,Manager,Instant Gratification Sale,440733.54,164,2687.40,535.65,4935.82
Premium Shopper,Large Malls / Complexes,Manager,Limited Time Treasures,453543.34,158,2870.53,508.15,4981.23
Premium Shopper,Large Malls / Complexes,Manager,Loyalty Rewards Blast,356544.94,137,2602.52,626.14,4962.87
Premium Shopper,Large Malls / Complexes,Manager,Mega Weekend Bonanza,445664.51,163,2734.14,502.30,4941.10
Premium Shopper,Large Malls / Complexes,Manager,Mid-Year Madness,445912.45,180,2477.29,508.91,4982.99
Premium Shopper,Large Malls / Complexes,Manager,Midnight Madness,354245.60,138,2567.00,517.81,4887.50
Premium Shopper,Large Malls / Complexes,Manager,Mystery Discount Days,390873.00,140,2791.95,526.64,4982.52
Premium Shopper,Large Malls / Complexes,Manager,New Arrival Showcase,428097.06,159,2692.43,524.62,4978.80
Premium Shopper,Large Malls / Complexes,Manager,New Product Launch Promo,356480.38,140,2546.29,503.34,4995.22
Premium Shopper,Large Malls / Complexes,Manager,New Year Kickoff,472148.58,171,2761.10,521.28,4896.04
Premium Shopper,Large Malls / Complexes,Manager,Price Drop Parade,405782.84,151,2687.30,521.86,4972.09
Premium Shopper,Large Malls / Complexes,Manager,Red Tag Clearance,427434.14,165,2590.51,517.96,4993.59
Premium Shopper,Large Malls / Complexes,Manager,Seasonal Surprise Box,379337.13,138,2748.82,558.30,4998.58
Premium Shopper,Large Malls / Complexes,Manager,Shop & Save Spectacular,390348.41,134,2913.05,549.83,4990.45
Premium Shopper,Large Malls / Complexes,Manager,Smart Shopper Week,404371.09,144,2808.13,536.43,4968.79
Premium Shopper,Large Malls / Complexes,Manager,Spring Refresh Event,473767.43,162,2924.49,513.24,4964.08
Premium Shopper,Large Malls / Complexes,Manager,Spring Splash Discounts,436164.18,168,2596.22,514.57,4998.92
Premium Shopper,Large Malls / Complexes,Manager,Summer Sizzle Promo,374024.24,132,2833.52,558.74,4969.25
Premium Shopper,Large Malls / Complexes,Manager,Super Savings Week,467800.81,169,2768.05,513.13,4960.05
Premium Shopper,Large Malls / Complexes,Manager,Ultimate Value Event,396386.83,159,2493.00,518.06,4997.75
Premium Shopper,Large Malls / Complexes,Manager,VIP Access Sale,420779.42,145,2901.93,542.36,4971.63
Premium Shopper,Large Malls / Complexes,Manager,Weekend Warrior Specials,416907.73,152,2742.81,517.83,4936.91
Premium Shopper,Large Malls / Complexes,Manager,Winter Clearance Carnival,389697.73,145,2687.57,514.39,4946.47
Premium Shopper,Large Malls / Complexes,Manager,Winter Wonders Sale,457631.63,171,2676.21,539.25,4985.90
Premium Shopper,Large Malls / Complexes,Sales Associate,12 Days of Deals,442584.21,162,2732.00,529.81,4968.93
Premium Shopper,Large Malls / Complexes,Sales Associate,Autumn Deals Drive,496312.28,180,2757.29,553.00,4989.58
Premium Shopper,Large Malls / Complexes,Sales Associate,BOGO Blitz,501461.88,172,2915.48,504.41,4959.99
Premium Shopper,Large Malls / Complexes,Sales Associate,Back to School Boost,431929.48,153,2823.07,585.13,4962.99
Premium Shopper,Large Malls / Complexes,Sales Associate,Birthday Bash Sale,447787.76,160,2798.67,503.77,4993.14
Premium Shopper,Large Malls / Complexes,Sales Associate,Black Friday Blowout,418495.37,153,2735.26,594.67,4999.51
Premium Shopper,Large Malls / Complexes,Sales Associate,Cart Crasher Campaign,401590.10,148,2713.45,504.65,4921.18
Premium Shopper,Large Malls / Complexes,Sales Associate,Cashback Carnival,498964.77,182,2741.56,500.72,4983.45
Premium Shopper,Large Malls / Complexes,Sales Associate,Clearance Countdown,443268.56,162,2736.23,511.35,4980.56
Premium Shopper,Large Malls / Complexes,Sales Associate,Countdown to Savings,429969.28,155,2774.00,551.59,4971.64
Premium Shopper,Large Malls / Complexes,Sales Associate,Customer Appreciation Week,483055.78,170,2841.50,505.57,4948.98
Premium Shopper,Large Malls / Complexes,Sales Associate,Cyber Monday Mania,419339.78,150,2795.60,512.79,4975.65
Premium Shopper,Large Malls / Complexes,Sales Associate,Deal of the Month,553344.33,209,2647.58,501.60,4972.57
Premium Shopper,Large Malls / Complexes,Sales Associate,Double Points Bonanza,514371.32,177,2906.05,505.59,4995.71
Premium Shopper,Large Malls / Complexes,Sales Associate,Early Bird Specials,430247.44,152,2830.58,505.17,4960.61
Premium Shopper,Large Malls / Complexes,Sales Associate,End of Season Sale,416253.82,160,2601.59,530.79,4945.99
Premium Shopper,Large Malls / Complexes,Sales Associate,Exclusive Insider Offers,499739.45,183,2730.82,501.18,4974.50
Premium Shopper,Large Malls / Complexes,Sales Associate,Festive Fever Promo,439890.90,162,2715.38,514.77,4951.48
Premium Shopper,Large Malls / Complexes,Sales Associate,Final Call Frenzy,469358.54,172,2728.83,540.50,4961.36
Premium Shopper,Large Malls / Complexes,Sales Associate,Flash Frenzy Friday,464820.23,168,2766.79,519.46,4948.69
Premium Shopper,Large Malls / Complexes,Sales Associate,"Gift More, Spend Less",426174.81,159,2680.34,521.05,4984.10
Premium Shopper,Large Malls / Complexes,Sales Associate,Golden Hour Bargains,485274.73,178,2726.26,524.79,4978.87
Premium Shopper,Large Malls / Complexes,Sales Associate,Green Weekend Deals,437090.87,162,2698.09,529.21,4999.76
Premium Shopper,Large Malls / Complexes,Sales Associate,Happy Hour Discounts,474347.72,175,2710.56,508.48,4941.40
Premium Shopper,Large Malls / Complexes,Sales Associate,Holiday Shopping Rush,431929.02,165,2617.75,510.74,4998.03
Premium Shopper,Large Malls / Complexes,Sales Associate,Hot Picks Promo,405518.08,151,2685.55,502.73,4967.95
Premium Shopper,Large Malls / Complexes,Sales Associate,Instant Gratification Sale,379248.45,137,2768.24,515.04,4986.68
Premium Shopper,Large Malls / Complexes,Sales Associate,Limited Time Treasures,452782.27,160,2829.89,547.75,4948.91
Premium Shopper,Large Malls / Complexes,Sales Associate,Loyalty Rewards Blast,449396.84,171,2628.05,518.89,4995.71
Premium Shopper,Large Malls / Complexes,Sales Associate,Mega Weekend Bonanza,474846.06,165,2877.85,574.05,4996.99
Premium Shopper,Large Malls / Complexes,Sales Associate,Mid-Year Madness,419282.17,152,2758.44,521.18,4954.28
Premium Shopper,Large Malls / Complexes,Sales Associate,Midnight Madness,503341.02,186,2706.13,505.99,4948.84
Premium Shopper,Large Malls / Complexes,Sales Associate,Mystery Discount Days,451336.15,167,2702.61,524.59,4999.19
Premium Shopper,Large Malls / Complexes,Sales Associate,New Arrival Showcase,430797.38,152,2834.19,517.75,4995.38
Premium Shopper,Large Malls / Complexes,Sales Associate,New Product Launch Promo,428834.66,160,2680.22,500.83,4882.59
Premium Shopper,Large Malls / Complexes,Sales Associate,New Year Kickoff,484232.20,176,2751.32,509.52,4968.65
Premium Shopper,Large Malls / Complexes,Sales Associate,Price Drop Parade,439525.65,160,2747.04,514.25,4995.02
Premium Shopper,Large Malls / Complexes,Sales Associate,Red Tag Clearance,420829.65,157,2680.44,502.58,4985.06
Premium Shopper,Large Malls / Complexes,Sales Associate,Seasonal Surprise Box,494774.71,183,2703.69,540.88,4989.64
Premium Shopper,Large Malls / Complexes,Sales Associate,Shop & Save Spectacular,418892.23,164,2554.22,541.78,4911.10
Premium Shopper,Large Malls / Complexes,Sales Associate,Smart Shopper Week,385740.84,140,2755.29,560.86,4957.85
Premium Shopper,Large Malls / Complexes,Sales Associate,Spring Refresh Event,463456.57,158,2933.27,501.78,4991.57
Premium Shopper,Large Malls / Complexes,Sales Associate,Spring Splash Discounts,491037.21,172,2854.87,504.23,4971.92
Premium Shopper,Large Malls / Complexes,Sales Associate,Summer Sizzle Promo,413460.05,154,2684.81,505.17,4990.62
Premium Shopper,Large Malls / Complexes,Sales Associate,Super Savings Week,487337.73,174,2800.79,573.36,4995.70
Premium Shopper,Large Malls / Complexes,Sales Associate,Ultimate Value Event,434774.16,169,2572.63,528.74,4997.27
Premium Shopper,Large Malls / Complexes,Sales Associate,VIP Access Sale,404194.54,157,2574.49,501.68,4966.00
Premium Shopper,Large Malls / Complexes,Sales Associate,Weekend Warrior Specials,510843.60,175,2919.11,513.82,4985.43
Premium Shopper,Large Malls / Complexes,Sales Associate,Winter Clearance Carnival,444801.13,173,2571.10,508.47,4981.36
Premium Shopper,Large Malls / Complexes,Sales Associate,Winter Wonders Sale,415163.50,160,2594.77,501.34,4999.74
Premium Shopper,Large Malls / Complexes,Salesperson,12 Days of Deals,442096.28,158,2798.08,516.63,4950.53
Premium Shopper,Large Malls / Complexes,Salesperson,Autumn Deals Drive,444938.09,168,2648.44,502.75,4999.01
Premium Shopper,Large Malls / Complexes,Salesperson,BOGO Blitz,509830.99,179,2848.22,553.87,4991.95
Premium Shopper,Large Malls / Complexes,Salesperson,Back to School Boost,467478.02,169,2766.14,536.25,4988.01
Premium Shopper,Large Malls / Complexes,Salesperson,Birthday Bash Sale,482873.90,173,2791.18,507.09,4997.22
Premium Shopper,Large Malls / Complexes,Salesperson,Black Friday Blowout,438948.69,159,2760.68,535.84,4973.78
Premium Shopper,Large Malls / Complexes,Salesperson,Cart Crasher Campaign,433170.33,161,2690.50,512.48,4968.73
Premium Shopper,Large Malls / Complexes,Salesperson,Cashback Carnival,487607.65,174,2802.34,513.18,4976.36
Premium Shopper,Large Malls / Complexes,Salesperson,Clearance Countdown,422944.27,155,2728.67,516.16,4992.16
Premium Shopper,Large Malls / Complexes,Salesperson,Countdown to Savings,393598.44,146,2695.88,543.82,4949.51
Premium Shopper,Large Malls / Complexes,Salesperson,Customer Appreciation Week,379549.43,145,2617.58,506.29,4985.26
Premium Shopper,Large Malls / Complexes,Salesperson,Cyber Monday Mania,456381.43,171,2668.90,508.82,4991.04
Premium Shopper,Large Malls / Complexes,Salesperson,Deal of the Month,506183.58,190,2664.12,532.76,4992.09
Premium Shopper,Large Malls / Complexes,Salesperson,Double Points Bonanza,454395.56,152,2989.44,579.61,4999.44
Premium Shopper,Large Malls / Complexes,Salesperson,Early Bird Specials,508421.45,184,2763.16,554.35,4977.90
Premium Shopper,Large Malls / Complexes,Salesperson,End of Season Sale,460887.03,172,2679.58,547.01,4996.20
Premium Shopper,Large Malls / Complexes,Salesperson,Exclusive Insider Offers,504558.59,182,2772.30,550.80,4986.32
Premium Shopper,Large Malls / Complexes,Salesperson,Festive Fever Promo,407935.23,151,2701.56,534.29,4959.77
Premium Shopper,Large Malls / Complexes,Salesperson,Final Call Frenzy,422658.21,148,2855.80,500.30,4974.72
Premium Shopper,Large Malls / Complexes,Salesperson,Flash Frenzy Friday,486091.43,170,2859.36,572.60,4993.36
Premium Shopper,Large Malls / Complexes,Salesperson,"Gift More, Spend Less",405652.21,156,2600.33,550.92,4983.69
Premium Shopper,Large Malls / Complexes,Salesperson,Golden Hour Bargains,426682.05,158,2700.52,531.24,4988.95
Premium Shopper,Large Malls / Complexes,Salesperson,Green Weekend Deals,462740.55,179,2585.14,511.53,4986.11
Premium Shopper,Large Malls / Complexes,Salesperson,Happy Hour Discounts,478713.80,165,2901.30,523.70,4957.58
Premium Shopper,Large Malls / Complexes,Salesperson,Holiday Shopping Rush,458195.79,156,2937.15,580.09,4952.54
Premium Shopper,Large Malls / Complexes,Salesperson,Hot Picks Promo,482104.66,161,2994.44,567.61,4997.81
Premium Shopper,Large Malls / Complexes,Salesperson,Instant Gratification Sale,464660.84,170,2733.30,504.24,4997.47
Premium Shopper,Large Malls / Complexes,Salesperson,Limited Time Treasures,456393.11,170,2684.67,509.04,4959.34
Premium Shopper,Large Malls / Complexes,Salesperson,Loyalty Rewards Blast,427220.85,153,2792.29,517.52,4971.34
Premium Shopper,Large Malls / Complexes,Salesperson,Mega Weekend Bonanza,403904.41,147,2747.65,508.18,4993.01
Premium Shopper,Large Malls / Complexes,Salesperson,Mid-Year Madness,468551.28,175,2677.44,576.61,4991.40
Premium Shopper,Large Malls / Complexes,Salesperson,Midnight Madness,486110.88,180,2700.62,526.60,4997.76
Premium Shopper,Large Malls / Complexes,Salesperson,Mystery Discount Days,481082.94,183,2628.87,502.26,4994.98
Premium Shopper,Large Malls / Complexes,Salesperson,New Arrival Showcase,436152.40,156,2795.85,513.68,4999.86
Premium Shopper,Large Malls / Complexes,Salesperson,New Product Launch Promo,439936.43,154,2856.73,515.51,4967.60
Premium Shopper,Large Malls / Complexes,Salesperson,New Year Kickoff,501081.20,180,2783.78,546.56,4984.12
Premium Shopper,Large Malls / Complexes,Salesperson,Price Drop Parade,477629.11,168,2843.03,533.78,4952.76
Premium Shopper,Large Malls / Complexes,Salesperson,Red Tag Clearance,442884.13,162,2733.85,553.08,4996.34
Premium Shopper,Large Malls / Complexes,Salesperson,Seasonal Surprise Box,435037.01,169,2574.18,523.64,4969.29
Premium Shopper,Large Malls / Complexes,Salesperson,Shop & Save Spectacular,466673.99,174,2682.03,524.40,4942.33
Premium Shopper,Large Malls / Complexes,Salesperson,Smart Shopper Week,454783.66,166,2739.66,508.76,4984.75
Premium Shopper,Large Malls / Complexes,Salesperson,Spring Refresh Event,472775.62,171,2764.77,509.24,4985.65
Premium Shopper,Large Malls / Complexes,Salesperson,Spring Splash Discounts,501991.88,171,2935.63,545.53,4974.28
Premium Shopper,Large Malls / Complexes,Salesperson,Summer Sizzle Promo,495859.29,185,2680.32,519.96,4949.64
Premium Shopper,Large Malls / Complexes,Salesperson,Super Savings Week,404139.48,149,2712.35,509.31,4974.82
Premium Shopper,Large Malls / Complexes,Salesperson,Ultimate Value Event,412213.68,150,2748.09,631.29,4995.58
Premium Shopper,Large Malls / Complexes,Salesperson,VIP Access Sale,453168.76,158,2868.16,525.35,4955.41
Premium Shopper,Large Malls / Complexes,Salesperson,Weekend Warrior Specials,444591.75,168,2646.38,525.46,4975.67
Premium Shopper,Large Malls / Complexes,Salesperson,Winter Clearance Carnival,466957.29,172,2714.87,502.95,4990.07
Premium Shopper,Large Malls / Complexes,Salesperson,Winter Wonders Sale,444398.90,169,2629.58,571.29,4939.88
Premium Shopper,Large Malls / Complexes,Senior Salesperson,12 Days of Deals,350540.03,123,2849.92,506.25,4982.45
Premium Shopper,Large Malls / Complexes,Senior Salesperson,Autumn Deals Drive,350636.64,122,2874.07,506.80,4995.60
Premium Shopper,Large Malls / Complexes,Senior Salesperson,BOGO Blitz,382278.20,143,2673.27,525.03,4984.91
Premium Shopper,Large Malls / Complexes,Senior Salesperson,Back to School Boost,473298.59,169,2800.58,553.32,4990.55
Premium Shopper,Large Malls / Complexes,Senior Salesperson,Birthday Bash Sale,405133.37,137,2957.18,551.32,4974.29
Premium Shopper,Large Malls / Complexes,Senior Salesperson,Black Friday Blowout,399798.86,138,2897.09,510.23,4986.20
Premium Shopper,Large Malls / Complexes,Senior Salesperson,Cart Crasher Campaign,366157.09,128,2860.60,699.54,4997.41
Premium Shopper,Large Malls / Complexes,Senior Salesperson,Cashback Carnival,344713.43,136,2534.66,502.29,4992.51
Premium Shopper,Large Malls / Complexes,Senior Salesperson,Clearance Countdown,334295.12,125,2674.36,510.13,4983.82
Premium Shopper,Large Malls / Complexes,Senior Salesperson,Countdown to Savings,427877.61,156,2742.81,510.59,4994.28
Premium Shopper,Large Malls / Complexes,Senior Salesperson,Customer Appreciation Week,342552.57,120,2854.60,533.94,4997.57
Premium Shopper,Large Malls / Complexes,Senior Salesperson,Cyber Monday Mania,425536.44,172,2474.05,518.14,4994.23
Premium Shopper,Large Malls / Complexes,Senior Salesperson,Deal of the Month,326134.46,117,2787.47,525.57,4980.53
Premium Shopper,Large Malls / Complexes,Senior Salesperson,Double Points Bonanza,371416.68,133,2792.61,511.48,4980.28
Premium Shopper,Large Malls / Complexes,Senior Salesperson,Early Bird Specials,412605.52,149,2769.16,539.80,4996.11
Premium Shopper,Large Malls / Complexes,Senior Salesperson,End of Season Sale,394385.29,148,2664.77,509.63,4918.02
Premium Shopper,Large Malls / Complexes,Senior Salesperson,Exclusive Insider Offers,386623.97,139,2781.47,541.45,4978.62
Premium Shopper,Large Malls / Complexes,Senior Salesperson,Festive Fever Promo,410058.29,142,2887.73,503.27,4991.64
Premium Shopper,Large Malls / Complexes,Senior Salesperson,Final Call Frenzy,399593.33,142,2814.04,535.62,4950.04
Premium Shopper,Large Malls / Complexes,Senior Salesperson,Flash Frenzy Friday,429354.10,152,2824.70,511.74,4991.73
Premium Shopper,Large Malls / Complexes,Senior Salesperson,"Gift More, Spend Less",383563.26,133,2883.93,606.10,4976.09
Premium Shopper,Large Malls / Complexes,Senior Salesperson,Golden Hour Bargains,426707.81,159,2683.70,504.10,4984.09
Premium Shopper,Large Malls / Complexes,Senior Salesperson,Green Weekend Deals,401208.46,143,2805.65,532.71,4983.35
